Fra_dato;Til_dato;Mængde;Måleenhed;Kvalitet;Type
23-01-2025 10:00:00;23-01-2025 11:00:00;0,661;KWH;Målt;Tidsserie
23-01-2025 11:00:00;23-01-2025 12:00:00;0,283;KWH;Målt;Tidsserie
23-01-2025 12:00:00;23-01-2025 13:00:00;0,382;KWH;Målt;Tidsserie
23-01-2025 13:00:00;23-01-2025 14:00:00;0,351;KWH;Målt;Tidsserie
23-01-2025 14:00:00;23-01-2025 15:00:00;0,272;KWH;Målt;Tidsserie
23-01-2025 15:00:00;23-01-2025 16:00:00;0,292;KWH;Målt;Tidsserie
23-01-2025 16:00:00;23-01-2025 17:00:00;0,672;KWH;Målt;Tidsserie
23-01-2025 17:00:00;23-01-2025 18:00:00;0,486;KWH;Målt;Tidsserie
23-01-2025 18:00:00;23-01-2025 19:00:00;0,387;KWH;Målt;Tidsserie
23-01-2025 19:00:00;23-01-2025 20:00:00;0,673;KWH;Målt;Tidsserie
23-01-2025 20:00:00;23-01-2025 21:00:00;0,263;KWH;Målt;Tidsserie
23-01-2025 21:00:00;23-01-2025 22:00:00;0,182;KWH;Målt;Tidsserie
23-01-2025 22:00:00;23-01-2025 23:00:00;0,124;KWH;Målt;Tidsserie
23-01-2025 23:00:00;24-01-2025 00:00:00;0,121;KWH;Målt;Tidsserie
24-01-2025 00:00:00;24-01-2025 01:00:00;0,124;KWH;Målt;Tidsserie
24-01-2025 01:00:00;24-01-2025 02:00:00;0,123;KWH;Målt;Tidsserie
24-01-2025 02:00:00;24-01-2025 03:00:00;0,124;KWH;Målt;Tidsserie
24-01-2025 03:00:00;24-01-2025 04:00:00;0,12;KWH;Målt;Tidsserie
24-01-2025 04:00:00;24-01-2025 05:00:00;0,112;KWH;Målt;Tidsserie
24-01-2025 05:00:00;24-01-2025 06:00:00;0,117;KWH;Målt;Tidsserie
24-01-2025 06:00:00;24-01-2025 07:00:00;0,159;KWH;Målt;Tidsserie
24-01-2025 07:00:00;24-01-2025 08:00:00;0,304;KWH;Målt;Tidsserie
24-01-2025 08:00:00;24-01-2025 09:00:00;0,302;KWH;Målt;Tidsserie
24-01-2025 09:00:00;24-01-2025 10:00:00;0,211;KWH;Målt;Tidsserie
24-01-2025 10:00:00;24-01-2025 11:00:00;0,472;KWH;Målt;Tidsserie
24-01-2025 11:00:00;24-01-2025 12:00:00;0,961;KWH;Målt;Tidsserie
24-01-2025 12:00:00;24-01-2025 13:00:00;1,165;KWH;Målt;Tidsserie
24-01-2025 13:00:00;24-01-2025 14:00:00;2,269;KWH;Målt;Tidsserie
24-01-2025 14:00:00;24-01-2025 15:00:00;0,76;KWH;Målt;Tidsserie
24-01-2025 15:00:00;24-01-2025 16:00:00;0,293;KWH;Målt;Tidsserie
24-01-2025 16:00:00;24-01-2025 17:00:00;0,649;KWH;Målt;Tidsserie
24-01-2025 17:00:00;24-01-2025 18:00:00;0,622;KWH;Målt;Tidsserie
24-01-2025 18:00:00;24-01-2025 19:00:00;0,734;KWH;Målt;Tidsserie
24-01-2025 19:00:00;24-01-2025 20:00:00;0,218;KWH;Målt;Tidsserie
24-01-2025 20:00:00;24-01-2025 21:00:00;0,124;KWH;Målt;Tidsserie
24-01-2025 21:00:00;24-01-2025 22:00:00;0,117;KWH;Målt;Tidsserie
24-01-2025 22:00:00;24-01-2025 23:00:00;0,125;KWH;Målt;Tidsserie
24-01-2025 23:00:00;25-01-2025 00:00:00;0,122;KWH;Målt;Tidsserie
25-01-2025 00:00:00;25-01-2025 01:00:00;0,119;KWH;Målt;Tidsserie
25-01-2025 01:00:00;25-01-2025 02:00:00;0,115;KWH;Målt;Tidsserie
25-01-2025 02:00:00;25-01-2025 03:00:00;0,112;KWH;Målt;Tidsserie
25-01-2025 03:00:00;25-01-2025 04:00:00;0,119;KWH;Målt;Tidsserie
25-01-2025 04:00:00;25-01-2025 05:00:00;0,122;KWH;Målt;Tidsserie
25-01-2025 05:00:00;25-01-2025 06:00:00;0,118;KWH;Målt;Tidsserie
25-01-2025 06:00:00;25-01-2025 07:00:00;0,704;KWH;Målt;Tidsserie
25-01-2025 07:00:00;25-01-2025 08:00:00;0,284;KWH;Målt;Tidsserie
25-01-2025 08:00:00;25-01-2025 09:00:00;0,366;KWH;Målt;Tidsserie
25-01-2025 09:00:00;25-01-2025 10:00:00;0,46;KWH;Målt;Tidsserie
25-01-2025 10:00:00;25-01-2025 11:00:00;0,322;KWH;Målt;Tidsserie
25-01-2025 11:00:00;25-01-2025 12:00:00;0,404;KWH;Målt;Tidsserie
25-01-2025 12:00:00;25-01-2025 13:00:00;0,321;KWH;Målt;Tidsserie
25-01-2025 13:00:00;25-01-2025 14:00:00;0,309;KWH;Målt;Tidsserie
25-01-2025 14:00:00;25-01-2025 15:00:00;0,516;KWH;Målt;Tidsserie
25-01-2025 15:00:00;25-01-2025 16:00:00;0,347;KWH;Målt;Tidsserie
25-01-2025 16:00:00;25-01-2025 17:00:00;0,735;KWH;Målt;Tidsserie
25-01-2025 17:00:00;25-01-2025 18:00:00;0,242;KWH;Målt;Tidsserie
25-01-2025 18:00:00;25-01-2025 19:00:00;0,196;KWH;Målt;Tidsserie
25-01-2025 19:00:00;25-01-2025 20:00:00;0,159;KWH;Målt;Tidsserie
25-01-2025 20:00:00;25-01-2025 21:00:00;0,149;KWH;Målt;Tidsserie
25-01-2025 21:00:00;25-01-2025 22:00:00;0,138;KWH;Målt;Tidsserie
25-01-2025 22:00:00;25-01-2025 23:00:00;0,126;KWH;Målt;Tidsserie
25-01-2025 23:00:00;26-01-2025 00:00:00;0,12;KWH;Målt;Tidsserie
26-01-2025 00:00:00;26-01-2025 01:00:00;0,126;KWH;Målt;Tidsserie
26-01-2025 01:00:00;26-01-2025 02:00:00;0,124;KWH;Målt;Tidsserie
26-01-2025 02:00:00;26-01-2025 03:00:00;0,117;KWH;Målt;Tidsserie
26-01-2025 03:00:00;26-01-2025 04:00:00;0,115;KWH;Målt;Tidsserie
26-01-2025 04:00:00;26-01-2025 05:00:00;0,117;KWH;Målt;Tidsserie
26-01-2025 05:00:00;26-01-2025 06:00:00;0,279;KWH;Målt;Tidsserie
26-01-2025 06:00:00;26-01-2025 07:00:00;1,497;KWH;Målt;Tidsserie
26-01-2025 07:00:00;26-01-2025 08:00:00;0,57;KWH;Målt;Tidsserie
26-01-2025 08:00:00;26-01-2025 09:00:00;0,202;KWH;Målt;Tidsserie
26-01-2025 09:00:00;26-01-2025 10:00:00;0,31;KWH;Målt;Tidsserie
26-01-2025 10:00:00;26-01-2025 11:00:00;0,19;KWH;Målt;Tidsserie
26-01-2025 11:00:00;26-01-2025 12:00:00;0,185;KWH;Målt;Tidsserie
26-01-2025 12:00:00;26-01-2025 13:00:00;0,63;KWH;Målt;Tidsserie
26-01-2025 13:00:00;26-01-2025 14:00:00;1,075;KWH;Målt;Tidsserie
26-01-2025 14:00:00;26-01-2025 15:00:00;0,327;KWH;Målt;Tidsserie
26-01-2025 15:00:00;26-01-2025 16:00:00;2,372;KWH;Målt;Tidsserie
26-01-2025 16:00:00;26-01-2025 17:00:00;1,735;KWH;Målt;Tidsserie
26-01-2025 17:00:00;26-01-2025 18:00:00;2,363;KWH;Målt;Tidsserie
26-01-2025 18:00:00;26-01-2025 19:00:00;1,245;KWH;Målt;Tidsserie
26-01-2025 19:00:00;26-01-2025 20:00:00;0,183;KWH;Målt;Tidsserie
26-01-2025 20:00:00;26-01-2025 21:00:00;0,244;KWH;Målt;Tidsserie
26-01-2025 21:00:00;26-01-2025 22:00:00;0,156;KWH;Målt;Tidsserie
26-01-2025 22:00:00;26-01-2025 23:00:00;0,122;KWH;Målt;Tidsserie
26-01-2025 23:00:00;27-01-2025 00:00:00;0,117;KWH;Målt;Tidsserie
27-01-2025 00:00:00;27-01-2025 01:00:00;0,122;KWH;Målt;Tidsserie
27-01-2025 01:00:00;27-01-2025 02:00:00;0,118;KWH;Målt;Tidsserie
27-01-2025 02:00:00;27-01-2025 03:00:00;0,118;KWH;Målt;Tidsserie
27-01-2025 03:00:00;27-01-2025 04:00:00;0,126;KWH;Målt;Tidsserie
27-01-2025 04:00:00;27-01-2025 05:00:00;0,127;KWH;Målt;Tidsserie
27-01-2025 05:00:00;27-01-2025 06:00:00;0,21;KWH;Målt;Tidsserie
27-01-2025 06:00:00;27-01-2025 07:00:00;0,184;KWH;Målt;Tidsserie
27-01-2025 07:00:00;27-01-2025 08:00:00;0,22;KWH;Målt;Tidsserie
27-01-2025 08:00:00;27-01-2025 09:00:00;0,186;KWH;Målt;Tidsserie
27-01-2025 09:00:00;27-01-2025 10:00:00;0,18;KWH;Målt;Tidsserie
27-01-2025 10:00:00;27-01-2025 11:00:00;0,163;KWH;Målt;Tidsserie
27-01-2025 11:00:00;27-01-2025 12:00:00;0,234;KWH;Målt;Tidsserie
27-01-2025 12:00:00;27-01-2025 13:00:00;0,151;KWH;Målt;Tidsserie
27-01-2025 13:00:00;27-01-2025 14:00:00;0,149;KWH;Målt;Tidsserie
27-01-2025 14:00:00;27-01-2025 15:00:00;0,155;KWH;Målt;Tidsserie
27-01-2025 15:00:00;27-01-2025 16:00:00;0,152;KWH;Målt;Tidsserie
27-01-2025 16:00:00;27-01-2025 17:00:00;0,695;KWH;Målt;Tidsserie
27-01-2025 17:00:00;27-01-2025 18:00:00;0,164;KWH;Målt;Tidsserie
27-01-2025 18:00:00;27-01-2025 19:00:00;0,198;KWH;Målt;Tidsserie
27-01-2025 19:00:00;27-01-2025 20:00:00;0,205;KWH;Målt;Tidsserie
27-01-2025 20:00:00;27-01-2025 21:00:00;0,284;KWH;Målt;Tidsserie
27-01-2025 21:00:00;27-01-2025 22:00:00;0,169;KWH;Målt;Tidsserie
27-01-2025 22:00:00;27-01-2025 23:00:00;0,128;KWH;Målt;Tidsserie
27-01-2025 23:00:00;28-01-2025 00:00:00;0,122;KWH;Målt;Tidsserie
28-01-2025 00:00:00;28-01-2025 01:00:00;0,123;KWH;Målt;Tidsserie
28-01-2025 01:00:00;28-01-2025 02:00:00;0,128;KWH;Målt;Tidsserie
28-01-2025 02:00:00;28-01-2025 03:00:00;0,115;KWH;Målt;Tidsserie
28-01-2025 03:00:00;28-01-2025 04:00:00;0,118;KWH;Målt;Tidsserie
28-01-2025 04:00:00;28-01-2025 05:00:00;0,125;KWH;Målt;Tidsserie
28-01-2025 05:00:00;28-01-2025 06:00:00;0,13;KWH;Målt;Tidsserie
28-01-2025 06:00:00;28-01-2025 07:00:00;0,193;KWH;Målt;Tidsserie
28-01-2025 07:00:00;28-01-2025 08:00:00;0,15;KWH;Målt;Tidsserie
28-01-2025 08:00:00;28-01-2025 09:00:00;0,144;KWH;Målt;Tidsserie
28-01-2025 09:00:00;28-01-2025 10:00:00;0,42;KWH;Målt;Tidsserie
28-01-2025 10:00:00;28-01-2025 11:00:00;0,69;KWH;Målt;Tidsserie
28-01-2025 11:00:00;28-01-2025 12:00:00;0,144;KWH;Målt;Tidsserie
28-01-2025 12:00:00;28-01-2025 13:00:00;0,143;KWH;Målt;Tidsserie
28-01-2025 13:00:00;28-01-2025 14:00:00;0,143;KWH;Målt;Tidsserie
28-01-2025 14:00:00;28-01-2025 15:00:00;0,139;KWH;Målt;Tidsserie
28-01-2025 15:00:00;28-01-2025 16:00:00;0,391;KWH;Målt;Tidsserie
28-01-2025 16:00:00;28-01-2025 17:00:00;1,649;KWH;Målt;Tidsserie
28-01-2025 17:00:00;28-01-2025 18:00:00;0,218;KWH;Målt;Tidsserie
28-01-2025 18:00:00;28-01-2025 19:00:00;1,698;KWH;Målt;Tidsserie
28-01-2025 19:00:00;28-01-2025 20:00:00;1,671;KWH;Målt;Tidsserie
28-01-2025 20:00:00;28-01-2025 21:00:00;0,148;KWH;Målt;Tidsserie
28-01-2025 21:00:00;28-01-2025 22:00:00;0,132;KWH;Målt;Tidsserie
28-01-2025 22:00:00;28-01-2025 23:00:00;0,127;KWH;Målt;Tidsserie
28-01-2025 23:00:00;29-01-2025 00:00:00;0,157;KWH;Målt;Tidsserie
29-01-2025 00:00:00;29-01-2025 01:00:00;0,166;KWH;Målt;Tidsserie
29-01-2025 01:00:00;29-01-2025 02:00:00;0,132;KWH;Målt;Tidsserie
29-01-2025 02:00:00;29-01-2025 03:00:00;0,13;KWH;Målt;Tidsserie
29-01-2025 03:00:00;29-01-2025 04:00:00;0,125;KWH;Målt;Tidsserie
29-01-2025 04:00:00;29-01-2025 05:00:00;0,122;KWH;Målt;Tidsserie
29-01-2025 05:00:00;29-01-2025 06:00:00;0,129;KWH;Målt;Tidsserie
29-01-2025 06:00:00;29-01-2025 07:00:00;0,253;KWH;Målt;Tidsserie
29-01-2025 07:00:00;29-01-2025 08:00:00;0,183;KWH;Målt;Tidsserie
29-01-2025 08:00:00;29-01-2025 09:00:00;0,201;KWH;Målt;Tidsserie
29-01-2025 09:00:00;29-01-2025 10:00:00;0,159;KWH;Målt;Tidsserie
29-01-2025 10:00:00;29-01-2025 11:00:00;0,169;KWH;Målt;Tidsserie
29-01-2025 11:00:00;29-01-2025 12:00:00;0,169;KWH;Målt;Tidsserie
29-01-2025 12:00:00;29-01-2025 13:00:00;0,164;KWH;Målt;Tidsserie
29-01-2025 13:00:00;29-01-2025 14:00:00;0,159;KWH;Målt;Tidsserie
29-01-2025 14:00:00;29-01-2025 15:00:00;0,224;KWH;Målt;Tidsserie
29-01-2025 15:00:00;29-01-2025 16:00:00;0,162;KWH;Målt;Tidsserie
29-01-2025 16:00:00;29-01-2025 17:00:00;0,135;KWH;Målt;Tidsserie
29-01-2025 17:00:00;29-01-2025 18:00:00;0,119;KWH;Målt;Tidsserie
29-01-2025 18:00:00;29-01-2025 19:00:00;0,121;KWH;Målt;Tidsserie
29-01-2025 19:00:00;29-01-2025 20:00:00;0,118;KWH;Målt;Tidsserie
29-01-2025 20:00:00;29-01-2025 21:00:00;0,119;KWH;Målt;Tidsserie
29-01-2025 21:00:00;29-01-2025 22:00:00;0,126;KWH;Målt;Tidsserie
29-01-2025 22:00:00;29-01-2025 23:00:00;0,122;KWH;Målt;Tidsserie
29-01-2025 23:00:00;30-01-2025 00:00:00;0,12;KWH;Målt;Tidsserie
30-01-2025 00:00:00;30-01-2025 01:00:00;0,113;KWH;Målt;Tidsserie
30-01-2025 01:00:00;30-01-2025 02:00:00;0,116;KWH;Målt;Tidsserie
30-01-2025 02:00:00;30-01-2025 03:00:00;0,12;KWH;Målt;Tidsserie
30-01-2025 03:00:00;30-01-2025 04:00:00;0,12;KWH;Målt;Tidsserie
30-01-2025 04:00:00;30-01-2025 05:00:00;0,12;KWH;Målt;Tidsserie
30-01-2025 05:00:00;30-01-2025 06:00:00;0,119;KWH;Målt;Tidsserie
30-01-2025 06:00:00;30-01-2025 07:00:00;0,122;KWH;Målt;Tidsserie
30-01-2025 07:00:00;30-01-2025 08:00:00;0,115;KWH;Målt;Tidsserie
30-01-2025 08:00:00;30-01-2025 09:00:00;0,118;KWH;Målt;Tidsserie
30-01-2025 09:00:00;30-01-2025 10:00:00;0,114;KWH;Målt;Tidsserie
30-01-2025 10:00:00;30-01-2025 11:00:00;0,115;KWH;Målt;Tidsserie
30-01-2025 11:00:00;30-01-2025 12:00:00;0,125;KWH;Målt;Tidsserie
30-01-2025 12:00:00;30-01-2025 13:00:00;0,118;KWH;Målt;Tidsserie
30-01-2025 13:00:00;30-01-2025 14:00:00;0,119;KWH;Målt;Tidsserie
30-01-2025 14:00:00;30-01-2025 15:00:00;0,117;KWH;Målt;Tidsserie
30-01-2025 15:00:00;30-01-2025 16:00:00;0,118;KWH;Målt;Tidsserie
30-01-2025 16:00:00;30-01-2025 17:00:00;0,759;KWH;Målt;Tidsserie
30-01-2025 17:00:00;30-01-2025 18:00:00;0,158;KWH;Målt;Tidsserie
30-01-2025 18:00:00;30-01-2025 19:00:00;0,204;KWH;Målt;Tidsserie
30-01-2025 19:00:00;30-01-2025 20:00:00;0,161;KWH;Målt;Tidsserie
30-01-2025 20:00:00;30-01-2025 21:00:00;0,138;KWH;Målt;Tidsserie
30-01-2025 21:00:00;30-01-2025 22:00:00;0,128;KWH;Målt;Tidsserie
30-01-2025 22:00:00;30-01-2025 23:00:00;0,132;KWH;Målt;Tidsserie
30-01-2025 23:00:00;31-01-2025 00:00:00;0,128;KWH;Målt;Tidsserie
31-01-2025 00:00:00;31-01-2025 01:00:00;0,512;KWH;Målt;Tidsserie
31-01-2025 01:00:00;31-01-2025 02:00:00;0,675;KWH;Målt;Tidsserie
31-01-2025 02:00:00;31-01-2025 03:00:00;0,127;KWH;Målt;Tidsserie
31-01-2025 03:00:00;31-01-2025 04:00:00;0,119;KWH;Målt;Tidsserie
31-01-2025 04:00:00;31-01-2025 05:00:00;0,118;KWH;Målt;Tidsserie
31-01-2025 05:00:00;31-01-2025 06:00:00;0,125;KWH;Målt;Tidsserie
31-01-2025 06:00:00;31-01-2025 07:00:00;0,191;KWH;Målt;Tidsserie
31-01-2025 07:00:00;31-01-2025 08:00:00;0,151;KWH;Målt;Tidsserie
31-01-2025 08:00:00;31-01-2025 09:00:00;0,144;KWH;Målt;Tidsserie
31-01-2025 09:00:00;31-01-2025 10:00:00;0,145;KWH;Målt;Tidsserie
31-01-2025 10:00:00;31-01-2025 11:00:00;0,144;KWH;Målt;Tidsserie
31-01-2025 11:00:00;31-01-2025 12:00:00;0,142;KWH;Målt;Tidsserie
31-01-2025 12:00:00;31-01-2025 13:00:00;0,178;KWH;Målt;Tidsserie
31-01-2025 13:00:00;31-01-2025 14:00:00;0,156;KWH;Målt;Tidsserie
31-01-2025 14:00:00;31-01-2025 15:00:00;0,639;KWH;Målt;Tidsserie
31-01-2025 15:00:00;31-01-2025 16:00:00;1,544;KWH;Målt;Tidsserie
31-01-2025 16:00:00;31-01-2025 17:00:00;3,449;KWH;Målt;Tidsserie
31-01-2025 17:00:00;31-01-2025 18:00:00;1,062;KWH;Målt;Tidsserie
31-01-2025 18:00:00;31-01-2025 19:00:00;1,472;KWH;Målt;Tidsserie
31-01-2025 19:00:00;31-01-2025 20:00:00;0,411;KWH;Målt;Tidsserie
31-01-2025 20:00:00;31-01-2025 21:00:00;1,471;KWH;Målt;Tidsserie
31-01-2025 21:00:00;31-01-2025 22:00:00;0,193;KWH;Målt;Tidsserie
31-01-2025 22:00:00;31-01-2025 23:00:00;0,117;KWH;Målt;Tidsserie
31-01-2025 23:00:00;01-02-2025 00:00:00;0,117;KWH;Målt;Tidsserie
01-02-2025 00:00:00;01-02-2025 01:00:00;0,123;KWH;Målt;Tidsserie
01-02-2025 01:00:00;01-02-2025 02:00:00;0,116;KWH;Målt;Tidsserie
01-02-2025 02:00:00;01-02-2025 03:00:00;0,119;KWH;Målt;Tidsserie
01-02-2025 03:00:00;01-02-2025 04:00:00;0,13;KWH;Målt;Tidsserie
01-02-2025 04:00:00;01-02-2025 05:00:00;0,121;KWH;Målt;Tidsserie
01-02-2025 05:00:00;01-02-2025 06:00:00;0,118;KWH;Målt;Tidsserie
01-02-2025 06:00:00;01-02-2025 07:00:00;0,473;KWH;Målt;Tidsserie
01-02-2025 07:00:00;01-02-2025 08:00:00;0,69;KWH;Målt;Tidsserie
01-02-2025 08:00:00;01-02-2025 09:00:00;0,356;KWH;Målt;Tidsserie
01-02-2025 09:00:00;01-02-2025 10:00:00;0,154;KWH;Målt;Tidsserie
01-02-2025 10:00:00;01-02-2025 11:00:00;0,378;KWH;Målt;Tidsserie
01-02-2025 11:00:00;01-02-2025 12:00:00;0,131;KWH;Målt;Tidsserie
01-02-2025 12:00:00;01-02-2025 13:00:00;0,256;KWH;Målt;Tidsserie
01-02-2025 13:00:00;01-02-2025 14:00:00;0,351;KWH;Målt;Tidsserie
01-02-2025 14:00:00;01-02-2025 15:00:00;0,2;KWH;Målt;Tidsserie
01-02-2025 15:00:00;01-02-2025 16:00:00;0,202;KWH;Målt;Tidsserie
01-02-2025 16:00:00;01-02-2025 17:00:00;1,772;KWH;Målt;Tidsserie
01-02-2025 17:00:00;01-02-2025 18:00:00;0,184;KWH;Målt;Tidsserie
01-02-2025 18:00:00;01-02-2025 19:00:00;0,19;KWH;Målt;Tidsserie
01-02-2025 19:00:00;01-02-2025 20:00:00;0,154;KWH;Målt;Tidsserie
01-02-2025 20:00:00;01-02-2025 21:00:00;0,575;KWH;Målt;Tidsserie
01-02-2025 21:00:00;01-02-2025 22:00:00;0,679;KWH;Målt;Tidsserie
01-02-2025 22:00:00;01-02-2025 23:00:00;0,134;KWH;Målt;Tidsserie
01-02-2025 23:00:00;02-02-2025 00:00:00;0,136;KWH;Målt;Tidsserie
02-02-2025 00:00:00;02-02-2025 01:00:00;0,129;KWH;Målt;Tidsserie
02-02-2025 01:00:00;02-02-2025 02:00:00;0,126;KWH;Målt;Tidsserie
02-02-2025 02:00:00;02-02-2025 03:00:00;0,124;KWH;Målt;Tidsserie
02-02-2025 03:00:00;02-02-2025 04:00:00;0,134;KWH;Målt;Tidsserie
02-02-2025 04:00:00;02-02-2025 05:00:00;0,125;KWH;Målt;Tidsserie
02-02-2025 05:00:00;02-02-2025 06:00:00;0,306;KWH;Målt;Tidsserie
02-02-2025 06:00:00;02-02-2025 07:00:00;0,671;KWH;Målt;Tidsserie
02-02-2025 07:00:00;02-02-2025 08:00:00;0,333;KWH;Målt;Tidsserie
02-02-2025 08:00:00;02-02-2025 09:00:00;1,314;KWH;Målt;Tidsserie
02-02-2025 09:00:00;02-02-2025 10:00:00;1,854;KWH;Målt;Tidsserie
02-02-2025 10:00:00;02-02-2025 11:00:00;0,386;KWH;Målt;Tidsserie
02-02-2025 11:00:00;02-02-2025 12:00:00;0,218;KWH;Målt;Tidsserie
02-02-2025 12:00:00;02-02-2025 13:00:00;0,247;KWH;Målt;Tidsserie
02-02-2025 13:00:00;02-02-2025 14:00:00;0,262;KWH;Målt;Tidsserie
02-02-2025 14:00:00;02-02-2025 15:00:00;0,54;KWH;Målt;Tidsserie
02-02-2025 15:00:00;02-02-2025 16:00:00;0,443;KWH;Målt;Tidsserie
02-02-2025 16:00:00;02-02-2025 17:00:00;1,264;KWH;Målt;Tidsserie
02-02-2025 17:00:00;02-02-2025 18:00:00;0,174;KWH;Målt;Tidsserie
02-02-2025 18:00:00;02-02-2025 19:00:00;0,164;KWH;Målt;Tidsserie
02-02-2025 19:00:00;02-02-2025 20:00:00;0,146;KWH;Målt;Tidsserie
02-02-2025 20:00:00;02-02-2025 21:00:00;0,139;KWH;Målt;Tidsserie
02-02-2025 21:00:00;02-02-2025 22:00:00;0,126;KWH;Målt;Tidsserie
02-02-2025 22:00:00;02-02-2025 23:00:00;0,12;KWH;Målt;Tidsserie
02-02-2025 23:00:00;03-02-2025 00:00:00;0,127;KWH;Målt;Tidsserie
03-02-2025 00:00:00;03-02-2025 01:00:00;0,127;KWH;Målt;Tidsserie
03-02-2025 01:00:00;03-02-2025 02:00:00;0,397;KWH;Målt;Tidsserie
03-02-2025 02:00:00;03-02-2025 03:00:00;0,717;KWH;Målt;Tidsserie
03-02-2025 03:00:00;03-02-2025 04:00:00;0,129;KWH;Målt;Tidsserie
03-02-2025 04:00:00;03-02-2025 05:00:00;0,115;KWH;Målt;Tidsserie
03-02-2025 05:00:00;03-02-2025 06:00:00;0,127;KWH;Målt;Tidsserie
03-02-2025 06:00:00;03-02-2025 07:00:00;0,175;KWH;Målt;Tidsserie
03-02-2025 07:00:00;03-02-2025 08:00:00;0,289;KWH;Målt;Tidsserie
03-02-2025 08:00:00;03-02-2025 09:00:00;0,452;KWH;Målt;Tidsserie
03-02-2025 09:00:00;03-02-2025 10:00:00;0,213;KWH;Målt;Tidsserie
03-02-2025 10:00:00;03-02-2025 11:00:00;0,373;KWH;Målt;Tidsserie
03-02-2025 11:00:00;03-02-2025 12:00:00;0,275;KWH;Målt;Tidsserie
03-02-2025 12:00:00;03-02-2025 13:00:00;0,311;KWH;Målt;Tidsserie
03-02-2025 13:00:00;03-02-2025 14:00:00;0,354;KWH;Målt;Tidsserie
03-02-2025 14:00:00;03-02-2025 15:00:00;0,271;KWH;Målt;Tidsserie
03-02-2025 15:00:00;03-02-2025 16:00:00;0,195;KWH;Målt;Tidsserie
03-02-2025 16:00:00;03-02-2025 17:00:00;0,514;KWH;Målt;Tidsserie
03-02-2025 17:00:00;03-02-2025 18:00:00;0,507;KWH;Målt;Tidsserie
03-02-2025 18:00:00;03-02-2025 19:00:00;0,69;KWH;Målt;Tidsserie
03-02-2025 19:00:00;03-02-2025 20:00:00;0,221;KWH;Målt;Tidsserie
03-02-2025 20:00:00;03-02-2025 21:00:00;0,189;KWH;Målt;Tidsserie
03-02-2025 21:00:00;03-02-2025 22:00:00;0,13;KWH;Målt;Tidsserie
03-02-2025 22:00:00;03-02-2025 23:00:00;0,108;KWH;Målt;Tidsserie
03-02-2025 23:00:00;04-02-2025 00:00:00;0,12;KWH;Målt;Tidsserie
04-02-2025 00:00:00;04-02-2025 01:00:00;0,127;KWH;Målt;Tidsserie
04-02-2025 01:00:00;04-02-2025 02:00:00;0,109;KWH;Målt;Tidsserie
04-02-2025 02:00:00;04-02-2025 03:00:00;0,121;KWH;Målt;Tidsserie
04-02-2025 03:00:00;04-02-2025 04:00:00;0,118;KWH;Målt;Tidsserie
04-02-2025 04:00:00;04-02-2025 05:00:00;0,119;KWH;Målt;Tidsserie
04-02-2025 05:00:00;04-02-2025 06:00:00;0,188;KWH;Målt;Tidsserie
04-02-2025 06:00:00;04-02-2025 07:00:00;0,208;KWH;Målt;Tidsserie
04-02-2025 07:00:00;04-02-2025 08:00:00;0,187;KWH;Målt;Tidsserie
04-02-2025 08:00:00;04-02-2025 09:00:00;0,143;KWH;Målt;Tidsserie
04-02-2025 09:00:00;04-02-2025 10:00:00;0,14;KWH;Målt;Tidsserie
04-02-2025 10:00:00;04-02-2025 11:00:00;0,136;KWH;Målt;Tidsserie
04-02-2025 11:00:00;04-02-2025 12:00:00;0,143;KWH;Målt;Tidsserie
04-02-2025 12:00:00;04-02-2025 13:00:00;0,137;KWH;Målt;Tidsserie
04-02-2025 13:00:00;04-02-2025 14:00:00;0,14;KWH;Målt;Tidsserie
04-02-2025 14:00:00;04-02-2025 15:00:00;0,14;KWH;Målt;Tidsserie
04-02-2025 15:00:00;04-02-2025 16:00:00;0,154;KWH;Målt;Tidsserie
04-02-2025 16:00:00;04-02-2025 17:00:00;0,766;KWH;Målt;Tidsserie
04-02-2025 17:00:00;04-02-2025 18:00:00;0,146;KWH;Målt;Tidsserie
04-02-2025 18:00:00;04-02-2025 19:00:00;0,141;KWH;Målt;Tidsserie
04-02-2025 19:00:00;04-02-2025 20:00:00;0,159;KWH;Målt;Tidsserie
04-02-2025 20:00:00;04-02-2025 21:00:00;0,156;KWH;Målt;Tidsserie
04-02-2025 21:00:00;04-02-2025 22:00:00;0,134;KWH;Målt;Tidsserie
04-02-2025 22:00:00;04-02-2025 23:00:00;0,133;KWH;Målt;Tidsserie
04-02-2025 23:00:00;05-02-2025 00:00:00;0,118;KWH;Målt;Tidsserie
05-02-2025 00:00:00;05-02-2025 01:00:00;0,115;KWH;Målt;Tidsserie
05-02-2025 01:00:00;05-02-2025 02:00:00;0,117;KWH;Målt;Tidsserie
05-02-2025 02:00:00;05-02-2025 03:00:00;0,44;KWH;Målt;Tidsserie
05-02-2025 03:00:00;05-02-2025 04:00:00;0,738;KWH;Målt;Tidsserie
05-02-2025 04:00:00;05-02-2025 05:00:00;0,125;KWH;Målt;Tidsserie
05-02-2025 05:00:00;05-02-2025 06:00:00;0,123;KWH;Målt;Tidsserie
05-02-2025 06:00:00;05-02-2025 07:00:00;0,174;KWH;Målt;Tidsserie
05-02-2025 07:00:00;05-02-2025 08:00:00;0,238;KWH;Målt;Tidsserie
